id,name,status,species,type,gender,origin_id,origin_name,origin_url,location_id,location_name,location_url,image_url,image_file,episode_ids,episode_urls,url,created
172,Jamey,Alive,Human,,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/172.jpeg,images/characters/172-jamey.jpeg,16,https://rickandmortyapi.com/api/episode/16,https://rickandmortyapi.com/api/character/172,2017-12-29T17:30:20.654Z
173,Jan-Michael Vincent,Alive,Human,,Male,,unknown,,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/173.jpeg,images/characters/173-jan-michael-vincent.jpeg,19,https://rickandmortyapi.com/api/episode/19,https://rickandmortyapi.com/api/character/173,2017-12-29T17:33:23.972Z
174,Jerry 5-126,Alive,Human,,Male,17,Earth (5-126),https://rickandmortyapi.com/api/location/17,44,Jerryboree,https://rickandmortyapi.com/api/location/44,https://rickandmortyapi.com/api/character/avatar/174.jpeg,images/characters/174-jerry-5-126.jpeg,13,https://rickandmortyapi.com/api/episode/13,https://rickandmortyapi.com/api/character/174,2017-12-29T17:50:19.991Z
175,Jerry Smith,Alive,Human,,Male,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,https://rickandmortyapi.com/api/character/avatar/175.jpeg,images/characters/175-jerry-smith.jpeg,1|2|3|4|5|6|22,https://rickandmortyapi.com/api/episode/1|https://rickandmortyapi.com/api/episode/2|https://rickandmortyapi.com/api/episode/3|https://rickandmortyapi.com/api/episode/4|https://rickandmortyapi.com/api/episode/5|https://rickandmortyapi.com/api/episode/6|https://rickandmortyapi.com/api/episode/22,https://rickandmortyapi.com/api/character/175,2017-12-29T18:07:17.610Z
176,Celebrity Jerry,Alive,Human,,Male,23,Earth (C-500A),https://rickandmortyapi.com/api/location/23,23,Earth (C-500A),https://rickandmortyapi.com/api/location/23,https://rickandmortyapi.com/api/character/avatar/176.jpeg,images/characters/176-celebrity-jerry.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/176,2017-12-29T18:25:11.930Z
177,Jerry Smith,Alive,Human,,Male,34,Earth (Evil Rick's Target Dimension),https://rickandmortyapi.com/api/location/34,34,Earth (Evil Rick's Target Dimension),https://rickandmortyapi.com/api/location/34,https://rickandmortyapi.com/api/character/avatar/177.jpeg,images/characters/177-jerry-smith.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/177,2017-12-29T18:28:19.424Z
178,Jerry's Mytholog,Dead,Mythological Creature,Mytholog,Male,13,Nuptia 4,https://rickandmortyapi.com/api/location/13,13,Nuptia 4,https://rickandmortyapi.com/api/location/13,https://rickandmortyapi.com/api/character/avatar/178.jpeg,images/characters/178-jerry-s-mytholog.jpeg,18,https://rickandmortyapi.com/api/episode/18,https://rickandmortyapi.com/api/character/178,2017-12-29T18:29:31.279Z
179,Jessica,Alive,Cronenberg,,Female,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,https://rickandmortyapi.com/api/character/avatar/179.jpeg,images/characters/179-jessica.jpeg,1|4|6,https://rickandmortyapi.com/api/episode/1|https://rickandmortyapi.com/api/episode/4|https://rickandmortyapi.com/api/episode/6,https://rickandmortyapi.com/api/character/179,2017-12-29T18:34:37.806Z
180,Jessica,Alive,Human,Time God,Female,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/180.jpeg,images/characters/180-jessica.jpeg,11|13|17|18|26|27|28|29|30|32|39|42,https://rickandmortyapi.com/api/episode/11|https://rickandmortyapi.com/api/episode/13|https://rickandmortyapi.com/api/episode/17|https://rickandmortyapi.com/api/episode/18|https://rickandmortyapi.com/api/episode/26|https://rickandmortyapi.com/api/episode/27|https://rickandmortyapi.com/api/episode/28|https://rickandmortyapi.com/api/episode/29|https://rickandmortyapi.com/api/episode/30|https://rickandmortyapi.com/api/episode/32|https://rickandmortyapi.com/api/episode/39|https://rickandmortyapi.com/api/episode/42,https://rickandmortyapi.com/api/character/180,2017-12-29T18:36:27.225Z
181,Jessica's Friend,Alive,Human,,Female,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/181.jpeg,images/characters/181-jessica-s-friend.jpeg,1|4|6|11|17|18|25|27,https://rickandmortyapi.com/api/episode/1|https://rickandmortyapi.com/api/episode/4|https://rickandmortyapi.com/api/episode/6|https://rickandmortyapi.com/api/episode/11|https://rickandmortyapi.com/api/episode/17|https://rickandmortyapi.com/api/episode/18|https://rickandmortyapi.com/api/episode/25|https://rickandmortyapi.com/api/episode/27,https://rickandmortyapi.com/api/character/181,2017-12-29T18:47:23.345Z
182,Jim,Alive,Human,,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/182.jpeg,images/characters/182-jim.jpeg,16,https://rickandmortyapi.com/api/episode/16,https://rickandmortyapi.com/api/character/182,2017-12-29T18:49:48.953Z
183,Johnny Depp,Alive,Human,,Male,23,Earth (C-500A),https://rickandmortyapi.com/api/location/23,23,Earth (C-500A),https://rickandmortyapi.com/api/location/23,https://rickandmortyapi.com/api/character/avatar/183.jpeg,images/characters/183-johnny-depp.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/183,2017-12-29T18:51:29.693Z
184,Jon,Alive,Alien,Gazorpian,Male,40,Gazorpazorp,https://rickandmortyapi.com/api/location/40,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/184.jpeg,images/characters/184-jon.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/184,2017-12-29T18:54:04.572Z
185,Joseph Eli Lipkip,Alive,Human,,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/185.jpeg,images/characters/185-joseph-eli-lipkip.jpeg,30,https://rickandmortyapi.com/api/episode/30,https://rickandmortyapi.com/api/character/185,2017-12-29T18:56:15.622Z
186,Joyce Smith,Alive,Human,,Female,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,https://rickandmortyapi.com/api/character/avatar/186.jpeg,images/characters/186-joyce-smith.jpeg,3,https://rickandmortyapi.com/api/episode/3,https://rickandmortyapi.com/api/character/186,2017-12-29T18:58:34.530Z
187,Juggling Rick,unknown,Human,,Male,,unknown,,3,Citadel of Ricks,https://rickandmortyapi.com/api/location/3,https://rickandmortyapi.com/api/character/avatar/187.jpeg,images/characters/187-juggling-rick.jpeg,28,https://rickandmortyapi.com/api/episode/28,https://rickandmortyapi.com/api/character/187,2017-12-29T18:59:47.440Z
188,Karen Entity,Alive,Alien,Unknown-nippled alien,Female,28,Unity's Planet,https://rickandmortyapi.com/api/location/28,28,Unity's Planet,https://rickandmortyapi.com/api/location/28,https://rickandmortyapi.com/api/character/avatar/188.jpeg,images/characters/188-karen-entity.jpeg,14,https://rickandmortyapi.com/api/episode/14,https://rickandmortyapi.com/api/character/188,2017-12-29T19:10:16.171Z
189,Katarina,Dead,Human,,Female,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/189.jpeg,images/characters/189-katarina.jpeg,24,https://rickandmortyapi.com/api/episode/24,https://rickandmortyapi.com/api/character/189,2017-12-29T19:13:57.070Z
190,Keara,Alive,Alien,Krootabulan,Female,45,Krootabulon,https://rickandmortyapi.com/api/location/45,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/190.jpeg,images/characters/190-keara.jpeg,30,https://rickandmortyapi.com/api/episode/30,https://rickandmortyapi.com/api/character/190,2017-12-29T19:26:06.900Z
191,Kevin,Dead,Alien,Zigerion,Male,,unknown,,46,Zigerion's Base,https://rickandmortyapi.com/api/location/46,https://rickandmortyapi.com/api/character/avatar/191.jpeg,images/characters/191-kevin.jpeg,4,https://rickandmortyapi.com/api/episode/4,https://rickandmortyapi.com/api/character/191,2017-12-29T19:40:07.816Z
192,King Flippy Nips,Alive,Alien,Plutonian,Male,47,Pluto,https://rickandmortyapi.com/api/location/47,47,Pluto,https://rickandmortyapi.com/api/location/47,https://rickandmortyapi.com/api/character/avatar/192.jpeg,images/characters/192-king-flippy-nips.jpeg,9,https://rickandmortyapi.com/api/episode/9,https://rickandmortyapi.com/api/character/192,2017-12-29T19:49:29.297Z
193,King Jellybean,Dead,Mythological Creature,Jellybean,Male,48,Fantasy World,https://rickandmortyapi.com/api/location/48,48,Fantasy World,https://rickandmortyapi.com/api/location/48,https://rickandmortyapi.com/api/character/avatar/193.jpeg,images/characters/193-king-jellybean.jpeg,5,https://rickandmortyapi.com/api/episode/5,https://rickandmortyapi.com/api/character/193,2017-12-29T19:58:44.743Z
194,Kozbian,Alive,Alien,Tentacle alien,unknown,,unknown,,35,Planet Squanch,https://rickandmortyapi.com/api/location/35,https://rickandmortyapi.com/api/character/avatar/194.jpeg,images/characters/194-kozbian.jpeg,21,https://rickandmortyapi.com/api/episode/21,https://rickandmortyapi.com/api/character/194,2017-12-30T12:13:53.878Z
195,Kristen Stewart,Alive,Human,,Female,23,Earth (C-500A),https://rickandmortyapi.com/api/location/23,23,Earth (C-500A),https://rickandmortyapi.com/api/location/23,https://rickandmortyapi.com/api/character/avatar/195.jpeg,images/characters/195-kristen-stewart.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/195,2017-12-30T12:19:16.042Z
196,Krombopulos Michael,Dead,Alien,Gromflomite,Male,,unknown,,,unknown,,https://rickandmortyapi.com/api/character/avatar/196.jpeg,images/characters/196-krombopulos-michael.jpeg,13,https://rickandmortyapi.com/api/episode/13,https://rickandmortyapi.com/api/character/196,2017-12-30T12:28:52.954Z
197,Kyle,Dead,Humanoid,Miniverse inhabitant,Male,49,Zeep Xanflorp's Miniverse,https://rickandmortyapi.com/api/location/49,50,Kyle's Teenyverse,https://rickandmortyapi.com/api/location/50,https://rickandmortyapi.com/api/character/avatar/197.jpeg,images/characters/197-kyle.jpeg,17,https://rickandmortyapi.com/api/episode/17,https://rickandmortyapi.com/api/character/197,2017-12-30T12:39:09.025Z
198,Lady Katana,Dead,Humanoid,Cyborg,Female,,unknown,,29,Dorian 5,https://rickandmortyapi.com/api/location/29,https://rickandmortyapi.com/api/character/avatar/198.jpeg,images/characters/198-lady-katana.jpeg,25,https://rickandmortyapi.com/api/episode/25,https://rickandmortyapi.com/api/character/198,2017-12-30T12:43:37.571Z
199,Larva Alien,Alive,Alien,Larva alien,unknown,51,Larva Alien's Planet,https://rickandmortyapi.com/api/location/51,35,Planet Squanch,https://rickandmortyapi.com/api/location/35,https://rickandmortyapi.com/api/character/avatar/199.jpeg,images/characters/199-larva-alien.jpeg,16|19|21,https://rickandmortyapi.com/api/episode/16|https://rickandmortyapi.com/api/episode/19|https://rickandmortyapi.com/api/episode/21,https://rickandmortyapi.com/api/character/199,2017-12-30T12:48:44.677Z
200,Lawyer Morty,unknown,Human,,Male,,unknown,,3,Citadel of Ricks,https://rickandmortyapi.com/api/location/3,https://rickandmortyapi.com/api/character/avatar/200.jpeg,images/characters/200-lawyer-morty.jpeg,22,https://rickandmortyapi.com/api/episode/22,https://rickandmortyapi.com/api/character/200,2017-12-30T12:49:52.971Z
201,Leonard Smith,Alive,Human,,Male,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,https://rickandmortyapi.com/api/character/avatar/201.jpeg,images/characters/201-leonard-smith.jpeg,3,https://rickandmortyapi.com/api/episode/3,https://rickandmortyapi.com/api/character/201,2017-12-30T12:51:27.835Z
202,Lighthouse Keeper,Dead,Alien,Cat-Person,Male,9,Purge Planet,https://rickandmortyapi.com/api/location/9,9,Purge Planet,https://rickandmortyapi.com/api/location/9,https://rickandmortyapi.com/api/character/avatar/202.jpeg,images/characters/202-lighthouse-keeper.jpeg,20,https://rickandmortyapi.com/api/episode/20,https://rickandmortyapi.com/api/character/202,2017-12-30T12:53:11.937Z
203,Lil B,Dead,Alien,Snail alien,Male,,unknown,,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/203.jpeg,images/characters/203-lil-b.jpeg,21|48,https://rickandmortyapi.com/api/episode/21|https://rickandmortyapi.com/api/episode/48,https://rickandmortyapi.com/api/character/203,2017-12-30T12:54:31.725Z
204,Lisa,Dead,Alien,,Female,,unknown,,7,Immortality Field Resort,https://rickandmortyapi.com/api/location/7,https://rickandmortyapi.com/api/character/avatar/204.jpeg,images/characters/204-lisa.jpeg,26,https://rickandmortyapi.com/api/episode/26,https://rickandmortyapi.com/api/character/204,2017-12-30T12:59:58.460Z
205,Little Dipper,Alive,Humanoid,Tinymouth,Male,,unknown,,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/205.jpeg,images/characters/205-little-dipper.jpeg,19,https://rickandmortyapi.com/api/episode/19,https://rickandmortyapi.com/api/character/205,2017-12-30T13:03:12.366Z
206,Lizard Morty,Alive,Humanoid,Lizard-Person,Male,,unknown,,3,Citadel of Ricks,https://rickandmortyapi.com/api/location/3,https://rickandmortyapi.com/api/character/avatar/206.jpeg,images/characters/206-lizard-morty.jpeg,28,https://rickandmortyapi.com/api/episode/28,https://rickandmortyapi.com/api/character/206,2017-12-30T13:06:09.094Z
207,Loggins,Alive,Alien,Alligator-Person,Male,,unknown,,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/207.jpeg,images/characters/207-loggins.jpeg,8|13|17,https://rickandmortyapi.com/api/episode/8|https://rickandmortyapi.com/api/episode/13|https://rickandmortyapi.com/api/episode/17,https://rickandmortyapi.com/api/character/207,2017-12-30T13:54:28.627Z
208,Logic,Alive,Human,,Male,,unknown,,4,Worldender's lair,https://rickandmortyapi.com/api/location/4,https://rickandmortyapi.com/api/character/avatar/208.jpeg,images/characters/208-logic.jpeg,25,https://rickandmortyapi.com/api/episode/25,https://rickandmortyapi.com/api/character/208,2017-12-30T13:58:41.417Z
209,Long Sleeved Morty,unknown,Human,,Male,,unknown,,3,Citadel of Ricks,https://rickandmortyapi.com/api/location/3,https://rickandmortyapi.com/api/character/avatar/209.jpeg,images/characters/209-long-sleeved-morty.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/209,2017-12-30T14:00:06.755Z
210,Lucy,Dead,Human,,Female,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/210.jpeg,images/characters/210-lucy.jpeg,11,https://rickandmortyapi.com/api/episode/11,https://rickandmortyapi.com/api/character/210,2017-12-30T14:01:23.319Z
211,Ma-Sha,Alive,Alien,Gazorpian,Female,40,Gazorpazorp,https://rickandmortyapi.com/api/location/40,40,Gazorpazorp,https://rickandmortyapi.com/api/location/40,https://rickandmortyapi.com/api/character/avatar/211.jpeg,images/characters/211-ma-sha.jpeg,7,https://rickandmortyapi.com/api/episode/7,https://rickandmortyapi.com/api/character/211,2017-12-30T14:16:00.484Z
212,Magma-Q,Dead,Alien,Alphabetrian,Male,43,Alphabetrium,https://rickandmortyapi.com/api/location/43,43,Alphabetrium,https://rickandmortyapi.com/api/location/43,https://rickandmortyapi.com/api/character/avatar/212.jpeg,images/characters/212-magma-q.jpeg,16,https://rickandmortyapi.com/api/episode/16,https://rickandmortyapi.com/api/character/212,2017-12-30T14:19:10.419Z
213,Magnesium-J,Alive,Alien,Alphabetrian,Male,43,Alphabetrium,https://rickandmortyapi.com/api/location/43,43,Alphabetrium,https://rickandmortyapi.com/api/location/43,https://rickandmortyapi.com/api/character/avatar/213.jpeg,images/characters/213-magnesium-j.jpeg,16,https://rickandmortyapi.com/api/episode/16,https://rickandmortyapi.com/api/character/213,2017-12-30T14:21:16.121Z
214,Man Painted Silver Who Makes Robot Noises,Alive,Human,,Male,,unknown,,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/214.jpeg,images/characters/214-man-painted-silver-who-makes-robot-noises.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/214,2017-12-30T14:24:57.993Z
215,Maximums Rickimus,Dead,Human,,Male,,unknown,,126,Rick's Memories,https://rickandmortyapi.com/api/location/126,https://rickandmortyapi.com/api/character/avatar/215.jpeg,images/characters/215-maximums-rickimus.jpeg,10|22|51,https://rickandmortyapi.com/api/episode/10|https://rickandmortyapi.com/api/episode/22|https://rickandmortyapi.com/api/episode/51,https://rickandmortyapi.com/api/character/215,2017-12-30T14:27:55.489Z
216,MC Haps,Alive,Human,,Male,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,https://rickandmortyapi.com/api/character/avatar/216.jpeg,images/characters/216-mc-haps.jpeg,6|11|25,https://rickandmortyapi.com/api/episode/6|https://rickandmortyapi.com/api/episode/11|https://rickandmortyapi.com/api/episode/25,https://rickandmortyapi.com/api/character/216,2017-12-30T14:30:06.479Z
217,Mechanical Morty,Dead,Robot,,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/217.jpeg,images/characters/217-mechanical-morty.jpeg,23,https://rickandmortyapi.com/api/episode/23,https://rickandmortyapi.com/api/character/217,2017-12-30T14:32:17.158Z
218,Mechanical Rick,unknown,Robot,,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/218.jpeg,images/characters/218-mechanical-rick.jpeg,23,https://rickandmortyapi.com/api/episode/23,https://rickandmortyapi.com/api/character/218,2017-12-30T14:33:16.920Z
219,Mechanical Summer,unknown,Robot,,Female,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/219.jpeg,images/characters/219-mechanical-summer.jpeg,23,https://rickandmortyapi.com/api/episode/23,https://rickandmortyapi.com/api/character/219,2017-12-30T14:33:49.392Z
220,Mega Fruit Farmer Rick,Alive,Human,,Male,,unknown,,3,Citadel of Ricks,https://rickandmortyapi.com/api/location/3,https://rickandmortyapi.com/api/character/avatar/220.jpeg,images/characters/220-mega-fruit-farmer-rick.jpeg,28,https://rickandmortyapi.com/api/episode/28,https://rickandmortyapi.com/api/character/220,2017-12-30T14:35:30.736Z
221,Melissa,Alive,Mythological Creature,Monster,Female,18,Mr. Goldenfold's dream,https://rickandmortyapi.com/api/location/18,18,Mr. Goldenfold's dream,https://rickandmortyapi.com/api/location/18,https://rickandmortyapi.com/api/character/avatar/221.jpeg,images/characters/221-melissa.jpeg,2,https://rickandmortyapi.com/api/episode/2,https://rickandmortyapi.com/api/character/221,2017-12-30T14:38:04.718Z
222,Michael Denny and the Denny Singers,Alive,Human,,Male,,unknown,,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/222.jpeg,images/characters/222-michael-denny-and-the-denny-singers.jpeg,8,https://rickandmortyapi.com/api/episode/8,https://rickandmortyapi.com/api/character/222,2017-12-30T14:44:05.245Z
223,Michael Jenkins,Dead,Human,,Male,,unknown,,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/223.jpeg,images/characters/223-michael-jenkins.jpeg,19,https://rickandmortyapi.com/api/episode/19,https://rickandmortyapi.com/api/character/223,2017-12-30T14:44:51.373Z
224,Michael McLick,Alive,Human,,Male,,unknown,,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/224.jpeg,images/characters/224-michael-mclick.jpeg,19,https://rickandmortyapi.com/api/episode/19,https://rickandmortyapi.com/api/character/224,2017-12-30T15:49:28.666Z
225,Michael Thompson,Alive,Humanoid,Conjoined twin,Male,,unknown,,6,Interdimensional Cable,https://rickandmortyapi.com/api/location/6,https://rickandmortyapi.com/api/character/avatar/225.jpeg,images/characters/225-michael-thompson.jpeg,19,https://rickandmortyapi.com/api/episode/19,https://rickandmortyapi.com/api/character/225,2017-12-30T15:59:31.558Z
226,Million Ants,Dead,Animal,Sentient ant colony,Male,,unknown,,4,Worldender's lair,https://rickandmortyapi.com/api/location/4,https://rickandmortyapi.com/api/character/avatar/226.jpeg,images/characters/226-million-ants.jpeg,25,https://rickandmortyapi.com/api/episode/25,https://rickandmortyapi.com/api/character/226,2017-12-30T16:04:56.879Z
227,Mitch,Alive,Human,,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/227.jpeg,images/characters/227-mitch.jpeg,27,https://rickandmortyapi.com/api/episode/27,https://rickandmortyapi.com/api/character/227,2017-12-30T16:08:38.157Z
228,Mohawk Guy,Dead,Human,,Male,8,Post-Apocalyptic Earth,https://rickandmortyapi.com/api/location/8,8,Post-Apocalyptic Earth,https://rickandmortyapi.com/api/location/8,https://rickandmortyapi.com/api/character/avatar/228.jpeg,images/characters/228-mohawk-guy.jpeg,23,https://rickandmortyapi.com/api/episode/23,https://rickandmortyapi.com/api/character/228,2017-12-30T16:10:03.881Z
229,Morty Mart Manager Morty,Alive,Human,,Male,,unknown,,3,Citadel of Ricks,https://rickandmortyapi.com/api/location/3,https://rickandmortyapi.com/api/character/avatar/229.jpeg,images/characters/229-morty-mart-manager-morty.jpeg,28,https://rickandmortyapi.com/api/episode/28,https://rickandmortyapi.com/api/character/229,2017-12-30T16:12:33.382Z
230,Morty Jr.,Alive,Humanoid,Human Gazorpian,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/230.jpeg,images/characters/230-morty-jr.jpeg,7,https://rickandmortyapi.com/api/episode/7,https://rickandmortyapi.com/api/character/230,2017-12-30T16:20:51.391Z
231,Morty Rick,unknown,Human,,Male,,unknown,,3,Citadel of Ricks,https://rickandmortyapi.com/api/location/3,https://rickandmortyapi.com/api/character/avatar/231.jpeg,images/characters/231-morty-rick.jpeg,22,https://rickandmortyapi.com/api/episode/22,https://rickandmortyapi.com/api/character/231,2017-12-30T16:23:45.894Z
232,Morty Smith,Alive,Human,,Male,34,Earth (Evil Rick's Target Dimension),https://rickandmortyapi.com/api/location/34,34,Earth (Evil Rick's Target Dimension),https://rickandmortyapi.com/api/location/34,https://rickandmortyapi.com/api/character/avatar/232.jpeg,images/characters/232-morty-smith.jpeg,10,https://rickandmortyapi.com/api/episode/10,https://rickandmortyapi.com/api/character/232,2017-12-30T16:29:27.863Z
233,Morty K-22,Alive,Human,,Male,52,Earth (K-22),https://rickandmortyapi.com/api/location/52,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/233.jpeg,images/characters/233-morty-k-22.jpeg,28,https://rickandmortyapi.com/api/episode/28,https://rickandmortyapi.com/api/character/233,2017-12-30T16:33:49.577Z
234,Morty Smith,Dead,Human,,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/234.jpeg,images/characters/234-morty-smith.jpeg,6,https://rickandmortyapi.com/api/episode/6,https://rickandmortyapi.com/api/character/234,2017-12-30T16:35:01.223Z
235,Mortytown Loco,Dead,Human,,Male,,unknown,,3,Citadel of Ricks,https://rickandmortyapi.com/api/location/3,https://rickandmortyapi.com/api/character/avatar/235.jpeg,images/characters/235-mortytown-loco.jpeg,28,https://rickandmortyapi.com/api/episode/28,https://rickandmortyapi.com/api/character/235,2017-12-30T16:37:07.150Z
236,Mr. Beauregard,Dead,Alien,Parasite,Male,,unknown,,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/236.jpeg,images/characters/236-mr-beauregard.jpeg,15,https://rickandmortyapi.com/api/episode/15,https://rickandmortyapi.com/api/character/236,2017-12-30T17:28:28.409Z
237,Mr. Benson,Alive,Human,,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/237.jpeg,images/characters/237-mr-benson.jpeg,12,https://rickandmortyapi.com/api/episode/12,https://rickandmortyapi.com/api/character/237,2017-12-30T17:30:31.757Z
238,Mr. Booby Buyer,Alive,Mythological Creature,Boobie buyer reptilian,Male,48,Fantasy World,https://rickandmortyapi.com/api/location/48,48,Fantasy World,https://rickandmortyapi.com/api/location/48,https://rickandmortyapi.com/api/character/avatar/238.jpeg,images/characters/238-mr-booby-buyer.jpeg,5,https://rickandmortyapi.com/api/episode/5,https://rickandmortyapi.com/api/character/238,2017-12-30T17:36:12.853Z
239,Mr. Goldenfold,Alive,Cronenberg,,Male,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,https://rickandmortyapi.com/api/character/avatar/239.jpeg,images/characters/239-mr-goldenfold.jpeg,1|2|4|6,https://rickandmortyapi.com/api/episode/1|https://rickandmortyapi.com/api/episode/2|https://rickandmortyapi.com/api/episode/4|https://rickandmortyapi.com/api/episode/6,https://rickandmortyapi.com/api/character/239,2017-12-30T17:42:11.894Z
240,Mr. Goldenfold,Alive,Human,,Male,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/240.jpeg,images/characters/240-mr-goldenfold.jpeg,9|16|17|18|21|22|24|27|30|39,https://rickandmortyapi.com/api/episode/9|https://rickandmortyapi.com/api/episode/16|https://rickandmortyapi.com/api/episode/17|https://rickandmortyapi.com/api/episode/18|https://rickandmortyapi.com/api/episode/21|https://rickandmortyapi.com/api/episode/22|https://rickandmortyapi.com/api/episode/24|https://rickandmortyapi.com/api/episode/27|https://rickandmortyapi.com/api/episode/30|https://rickandmortyapi.com/api/episode/39,https://rickandmortyapi.com/api/character/240,2017-12-30T17:42:56.349Z
241,Mr. Marklovitz,Alive,Human,,Male,1,Earth (C-137),https://rickandmortyapi.com/api/location/1,20,Earth (Replacement Dimension),https://rickandmortyapi.com/api/location/20,https://rickandmortyapi.com/api/character/avatar/241.jpeg,images/characters/241-mr-marklovitz.jpeg,4|16,https://rickandmortyapi.com/api/episode/4|https://rickandmortyapi.com/api/episode/16,https://rickandmortyapi.com/api/character/241,2017-12-30T17:46:19.052Z
